reviewProConsIdx,reviewIdx,prosIdx,consIdx
18052,18052,4,4
18053,18053,2,5
18054,18054,5,8
18055,18055,4,6
18056,18056,3,4
18057,18057,2,2
18058,18058,2,1
18059,18059,3,5
18060,18060,3,7
18061,18061,2,7
18062,18062,1,2
18063,18063,1,1
18064,18064,4,2
18065,18065,5,3
18066,18066,2,2
18067,18067,1,5
18068,18068,3,2
18069,18069,6,2
18070,18070,1,3
18071,18071,3,3
18072,18072,1,7
18073,18073,5,8
18074,18074,2,2
18075,18075,6,3
18076,18076,3,2
18077,18077,4,3
18078,18078,3,3
18079,18079,6,1
18080,18080,5,3
18081,18081,5,3
18082,18082,2,2
18083,18083,5,1
18084,18084,3,3
18085,18085,5,4
18086,18086,4,2
18087,18087,3,6
18088,18088,5,4
18089,18089,1,7
18090,18090,5,3
18091,18091,2,3
18092,18092,5,8
18093,18093,1,5
18094,18094,4,2
18095,18095,3,5
18096,18096,1,3
18097,18097,5,8
18098,18098,3,8
18099,18099,2,2
18100,18100,2,8
18101,18101,4,4
18102,18102,6,3
18103,18103,3,2
18104,18104,5,6
18105,18105,6,7
18106,18106,1,8
18107,18107,1,5
18108,18108,3,7
18109,18109,2,2
18110,18110,3,4
18111,18111,5,3
18112,18112,3,1
18113,18113,2,7
18114,18114,5,8
18115,18115,2,6
18116,18116,2,5
18117,18117,2,2
18118,18118,1,3
18119,18119,5,3
18120,18120,5,5
18121,18121,5,5
18122,18122,3,8
18123,18123,2,8
18124,18124,4,5
18125,18125,4,4
18126,18126,6,4
18127,18127,3,8
18128,18128,5,4
18129,18129,4,6
18130,18130,2,5
18131,18131,2,3
18132,18132,2,6
18133,18133,1,1
18134,18134,5,2
18135,18135,4,5
18136,18136,2,6
18137,18137,2,4
18138,18138,6,3
18139,18139,4,6
18140,18140,4,7
18141,18141,5,2
18142,18142,5,2
18143,18143,1,3
18144,18144,5,4
18145,18145,5,3
18146,18146,4,1
18147,18147,5,7
18148,18148,5,4
18149,18149,1,6
18150,18150,1,4
18151,18151,1,1
18152,18152,3,8
18153,18153,2,1
18154,18154,2,6
18155,18155,1,6
18156,18156,5,6
18157,18157,3,2
18158,18158,1,1
18159,18159,4,5
18160,18160,4,3
18161,18161,3,5
18162,18162,5,3
18163,18163,6,5
18164,18164,5,5
18165,18165,4,5
18166,18166,4,4
18167,18167,1,8
18168,18168,5,7
18169,18169,2,6
18170,18170,2,6
18171,18171,3,4
18172,18172,4,8
18173,18173,3,1
18174,18174,4,7
18175,18175,1,1
18176,18176,6,5
18177,18177,3,5
18178,18178,5,5
18179,18179,4,2
18180,18180,5,8
18181,18181,5,4
18182,18182,2,5
18183,18183,2,5
18184,18184,5,7
18185,18185,3,2
18186,18186,6,1
18187,18187,4,3
18188,18188,2,7
18189,18189,1,3
18190,18190,4,7
18191,18191,5,6
18192,18192,4,7
18193,18193,4,1
18194,18194,5,6
18195,18195,5,1
18196,18196,1,2
18197,18197,2,5
18198,18198,2,6
18199,18199,6,3
18200,18200,1,7
18201,18201,1,8
18202,18202,4,2
18203,18203,5,2
18204,18204,1,8
18205,18205,4,7
18206,18206,3,1
18207,18207,4,8
18208,18208,5,2
18209,18209,6,7
18210,18210,5,2
18211,18211,3,8
18212,18212,1,5
18213,18213,2,8
18214,18214,1,2
18215,18215,2,3
18216,18216,4,4
18217,18217,5,8
18218,18218,4,6
18219,18219,2,2
18220,18220,3,4
18221,18221,4,1
18222,18222,1,5
18223,18223,5,3
18224,18224,2,3
18225,18225,2,6
18226,18226,5,2
18227,18227,1,8
18228,18228,5,6
18229,18229,6,8
18230,18230,1,1
18231,18231,3,1
18232,18232,5,4
18233,18233,5,6
18234,18234,5,4
18235,18235,1,7
18236,18236,5,7
18237,18237,3,2
18238,18238,5,7
18239,18239,5,5
18240,18240,6,2
18241,18241,2,7
18242,18242,3,5
18243,18243,2,3
18244,18244,3,7
18245,18245,1,3
18246,18246,5,1
18247,18247,4,5
18248,18248,2,7
18249,18249,3,7
18250,18250,2,1
18251,18251,5,5
18252,18252,2,6
18253,18253,3,7
18254,18254,4,3
18255,18255,3,7
18256,18256,5,6
18257,18257,3,7
18258,18258,3,2
18259,18259,2,3
18260,18260,4,8
18261,18261,5,6
18262,18262,2,2
18263,18263,1,2
18264,18264,4,7
18265,18265,2,4
18266,18266,4,2
18267,18267,1,1
18268,18268,4,5
18269,18269,1,6
18270,18270,5,4
18271,18271,5,8
18272,18272,2,7
18273,18273,2,4
18274,18274,3,5
18275,18275,1,3
18276,18276,4,1
18277,18277,5,1
18278,18278,6,1
18279,18279,1,8
18280,18280,5,4
18281,18281,2,7
18282,18282,3,4
18283,18283,1,1
18284,18284,3,7
18285,18285,5,4
18286,18286,5,1
18287,18287,2,6
18288,18288,3,7
18289,18289,6,5
18290,18290,5,1
18291,18291,6,3
18292,18292,4,4
18293,18293,1,1
18294,18294,1,7
18295,18295,5,4
18296,18296,1,5
18297,18297,2,3
18298,18298,5,2
18299,18299,1,6
18300,18300,4,2
18301,18301,2,5
18302,18302,6,5
18303,18303,5,7
18304,18304,2,7
18305,18305,2,3
18306,18306,3,7
18307,18307,6,2
18308,18308,5,7
18309,18309,2,7
18310,18310,5,8
18311,18311,5,5
18312,18312,1,2
18313,18313,1,8
18314,18314,3,4
18315,18315,3,1
18316,18316,5,1
18317,18317,1,8
18318,18318,3,5
18319,18319,4,4
18320,18320,2,4
18321,18321,4,5
18322,18322,4,7
18323,18323,5,3
18324,18324,3,1
18325,18325,3,5
18326,18326,2,3
18327,18327,2,7
18328,18328,3,5
18329,18329,5,4
18330,18330,5,3
18331,18331,3,1
18332,18332,2,3
18333,18333,3,6
18334,18334,3,1
18335,18335,5,2
18336,18336,2,3
18337,18337,5,6
18338,18338,2,5
18339,18339,1,8
18340,18340,3,6
18341,18341,4,4
18342,18342,3,3
18343,18343,1,6
18344,18344,3,3
18345,18345,1,1
18346,18346,5,1
18347,18347,3,5
18348,18348,2,3
18349,18349,2,7
18350,18350,1,2
18351,18351,4,7
18352,18352,5,2
18353,18353,3,8
18354,18354,2,7
18355,18355,1,5
18356,18356,5,3
18357,18357,2,5
18358,18358,2,5
18359,18359,2,3
18360,18360,3,2
18361,18361,2,1
18362,18362,2,8
18363,18363,3,7
18364,18364,1,5
18365,18365,5,2
18366,18366,5,8
18367,18367,5,2
18368,18368,5,2
18369,18369,2,7
18370,18370,4,8
18371,18371,3,3
18372,18372,1,5
18373,18373,1,4
18374,18374,1,5
18375,18375,2,5
18376,18376,1,8
18377,18377,3,5
18378,18378,6,3
18379,18379,2,3
18380,18380,2,8
18381,18381,4,8
18382,18382,1,3
18383,18383,2,5
18384,18384,2,1
18385,18385,3,3
18386,18386,6,5
18387,18387,2,6
18388,18388,2,3
18389,18389,3,2
18390,18390,1,6
18391,18391,1,4
18392,18392,6,8
18393,18393,5,2
18394,18394,5,3
18395,18395,2,6
18396,18396,3,2
18397,18397,5,5
18398,18398,1,3
18399,18399,5,4
18400,18400,4,6
18401,18401,1,6
18402,18402,3,5
18403,18403,6,2
18404,18404,5,3
18405,18405,4,3
18406,18406,3,3
18407,18407,1,7
18408,18408,3,7
18409,18409,2,5
18410,18410,1,3
18411,18411,2,6
18412,18412,3,5
18413,18413,2,3
18414,18414,1,1
18415,18415,3,2
18416,18416,6,8
18417,18417,3,2
18418,18418,1,8
18419,18419,6,3
18420,18420,2,4
18421,18421,6,2
18422,18422,4,6
18423,18423,2,5
18424,18424,1,1
18425,18425,4,5
18426,18426,1,2
18427,18427,6,4
18428,18428,1,7
18429,18429,5,1
18430,18430,5,8
18431,18431,1,2
18432,18432,6,7
18433,18433,3,1
18434,18434,1,1
18435,18435,3,8
18436,18436,2,4
18437,18437,5,3
18438,18438,4,3
18439,18439,4,7
18440,18440,2,3
18441,18441,1,2
18442,18442,2,7
18443,18443,2,4
18444,18444,5,8
18445,18445,5,6
18446,18446,2,2
18447,18447,3,7
18448,18448,4,6
18449,18449,1,1
18450,18450,1,8
18451,18451,3,3
18452,18452,1,3
18453,18453,2,2
18454,18454,2,4
18455,18455,2,8
18456,18456,6,8
18457,18457,2,6
18458,18458,5,5
18459,18459,5,1
18460,18460,5,8
18461,18461,3,3
18462,18462,3,4
18463,18463,3,8
18464,18464,2,2
18465,18465,3,2
18466,18466,1,7
18467,18467,2,1
18468,18468,3,4
18469,18469,1,1
18470,18470,2,3
18471,18471,2,6
18472,18472,2,5
18473,18473,2,1
18474,18474,2,8
18475,18475,2,2
18476,18476,5,3
18477,18477,1,5
18478,18478,5,7
18479,18479,1,4
18480,18480,5,8
18481,18481,4,8
18482,18482,6,5
18483,18483,1,4
18484,18484,2,4
18485,18485,4,8
18486,18486,3,4
18487,18487,5,2
18488,18488,5,5
18489,18489,2,4
18490,18490,6,4
18491,18491,5,5
18492,18492,6,7
18493,18493,3,3
18494,18494,4,8
18495,18495,1,3
18496,18496,4,4
18497,18497,2,6
18498,18498,5,4
18499,18499,3,7
18500,18500,3,3
18501,18501,6,8
18502,18502,3,2
18503,18503,6,7
18504,18504,4,6
18505,18505,4,7
18506,18506,4,3
18507,18507,2,7
18508,18508,3,2
18509,18509,6,5
18510,18510,5,4
18511,18511,2,8
18512,18512,4,8
18513,18513,3,8
18514,18514,4,6
18515,18515,6,2
18516,18516,5,2
18517,18517,4,2
18518,18518,1,4
18519,18519,5,6
18520,18520,2,2
18521,18521,3,2
18522,18522,1,2
18523,18523,3,5
18524,18524,4,4
18525,18525,4,2
18526,18526,5,5
18527,18527,4,7
18528,18528,6,2
18529,18529,4,6
18530,18530,2,6
18531,18531,4,3
18532,18532,1,6
18533,18533,1,8
18534,18534,4,8
18535,18535,5,8
18536,18536,3,1
18537,18537,3,3
18538,18538,3,5
18539,18539,6,6
18540,18540,2,2
18541,18541,4,3
18542,18542,4,1
18543,18543,1,8
18544,18544,4,8
18545,18545,2,6
18546,18546,2,3
18547,18547,2,3
18548,18548,3,8
18549,18549,1,7
18550,18550,3,4
18551,18551,4,6
18552,18552,2,4
18553,18553,3,3
18554,18554,3,1
18555,18555,1,4
18556,18556,4,2
18557,18557,2,6
18558,18558,3,6
18559,18559,5,1
18560,18560,1,4
18561,18561,1,7
18562,18562,2,8
18563,18563,4,4
18564,18564,5,8
18565,18565,2,1
18566,18566,1,7
18567,18567,4,2
18568,18568,1,8
18569,18569,4,4
18570,18570,4,6
18571,18571,1,2
18572,18572,5,7
18573,18573,2,5
18574,18574,1,3
18575,18575,2,7
18576,18576,5,8
18577,18577,1,4
18578,18578,3,7
18579,18579,2,2
18580,18580,2,7
18581,18581,2,7
18582,18582,5,8
18583,18583,2,7
18584,18584,3,4
18585,18585,1,2
18586,18586,3,1
18587,18587,4,7
18588,18588,4,7
18589,18589,4,5
18590,18590,2,4
18591,18591,4,7
18592,18592,3,2
18593,18593,4,4
18594,18594,3,6
18595,18595,3,3
18596,18596,1,6
18597,18597,4,8
18598,18598,2,3
18599,18599,1,7
18600,18600,4,8
18601,18601,4,5
18602,18602,4,6
18603,18603,1,6
18604,18604,2,1
18605,18605,1,4
18606,18606,2,3
18607,18607,4,1
18608,18608,2,2
18609,18609,2,6
18610,18610,4,2
18611,18611,3,2
18612,18612,5,2
18613,18613,2,1
18614,18614,4,2
18615,18615,2,2
18616,18616,2,8
18617,18617,4,3
18618,18618,5,3
18619,18619,3,3
18620,18620,2,2
18621,18621,3,6
18622,18622,5,8
18623,18623,3,3
18624,18624,5,2
18625,18625,1,2
18626,18626,4,2
18627,18627,4,1
18628,18628,3,8
18629,18629,4,8
18630,18630,1,8
18631,18631,5,4
18632,18632,3,5
18633,18633,1,3
18634,18634,3,6
18635,18635,1,5
18636,18636,1,4
18637,18637,6,1
18638,18638,3,3
18639,18639,4,7
18640,18640,1,4
18641,18641,5,6
18642,18642,5,1
18643,18643,1,8
18644,18644,6,4
18645,18645,3,5
18646,18646,5,7
18647,18647,1,5
18648,18648,4,4
18649,18649,5,3
18650,18650,3,7
18651,18651,1,5
18652,18652,3,6
18653,18653,1,1
18654,18654,1,4
18655,18655,5,3
18656,18656,3,4
18657,18657,5,8
18658,18658,4,6
18659,18659,3,3
18660,18660,4,3
18661,18661,3,1
18662,18662,3,8
18663,18663,1,3
18664,18664,4,3
18665,18665,3,3
18666,18666,1,6
18667,18667,2,7
18668,18668,4,5
18669,18669,3,3
18670,18670,5,8
18671,18671,2,1
18672,18672,3,5
18673,18673,3,4
18674,18674,1,8
18675,18675,2,6
18676,18676,1,7
18677,18677,1,5
18678,18678,1,2
18679,18679,4,7
18680,18680,5,6
18681,18681,2,2
18682,18682,3,3
18683,18683,1,4
18684,18684,4,2
18685,18685,2,7
18686,18686,1,6
18687,18687,5,5
18688,18688,2,5
18689,18689,2,2
18690,18690,5,3
18691,18691,5,6
18692,18692,5,1
18693,18693,4,2
18694,18694,2,4
18695,18695,1,8
18696,18696,3,3
18697,18697,4,7
18698,18698,5,2
18699,18699,5,3
18700,18700,3,3
18701,18701,1,5
18702,18702,3,3
18703,18703,1,3
18704,18704,2,4
18705,18705,5,4
18706,18706,5,4
18707,18707,4,7
18708,18708,3,6
18709,18709,4,1
18710,18710,5,3
18711,18711,5,4
18712,18712,1,8
18713,18713,2,8
18714,18714,1,3
18715,18715,3,8
18716,18716,3,4
18717,18717,2,8
18718,18718,1,2
18719,18719,2,6
18720,18720,5,1
18721,18721,3,6
18722,18722,2,3
18723,18723,3,4
18724,18724,4,5
18725,18725,5,2
18726,18726,3,8
18727,18727,5,4
18728,18728,4,2
18729,18729,2,8
18730,18730,1,7
18731,18731,1,8
18732,18732,1,4
18733,18733,3,8
18734,18734,4,1
18735,18735,3,2
18736,18736,3,5
18737,18737,3,3
18738,18738,3,8
18739,18739,4,4
18740,18740,1,7
18741,18741,3,5
18742,18742,4,1
18743,18743,1,5
18744,18744,3,5
18745,18745,4,5
18746,18746,5,7
18747,18747,3,5
18748,18748,3,2
18749,18749,4,5
18750,18750,2,3
18751,18751,3,8
18752,18752,5,2
18753,18753,6,2
18754,18754,2,4
18755,18755,2,1
18756,18756,1,5
18757,18757,3,8
18758,18758,4,4
18759,18759,6,7
18760,18760,6,4
18761,18761,3,6
18762,18762,4,6
18763,18763,1,2
18764,18764,2,6
18765,18765,5,4
18766,18766,6,4
18767,18767,6,3
18768,18768,5,1
18769,18769,5,6
18770,18770,3,2
18771,18771,1,3
18772,18772,1,2
18773,18773,2,2
18774,18774,3,1
18775,18775,4,1
18776,18776,1,5
18777,18777,4,3
18778,18778,2,4
18779,18779,4,3
18780,18780,3,6
18781,18781,1,5
18782,18782,3,1
18783,18783,2,6
18784,18784,1,3
18785,18785,5,8
18786,18786,3,6
18787,18787,2,8
18788,18788,4,5
18789,18789,2,7
18790,18790,6,5
18791,18791,3,5
18792,18792,5,8
18793,18793,6,6
18794,18794,5,6
18795,18795,3,8
18796,18796,2,7
18797,18797,2,7
18798,18798,4,5
18799,18799,3,1
18800,18800,5,1
18801,18801,1,3
18802,18802,1,2
18803,18803,4,3
18804,18804,3,1
18805,18805,5,8
18806,18806,5,7
18807,18807,4,2
18808,18808,5,3
18809,18809,3,6
18810,18810,6,5
18811,18811,4,5
18812,18812,5,1
18813,18813,3,8
18814,18814,2,1
18815,18815,5,4
18816,18816,2,2
18817,18817,1,4
18818,18818,1,8
18819,18819,3,3
18820,18820,5,7
18821,18821,3,4
18822,18822,4,4
18823,18823,6,4
18824,18824,1,3
18825,18825,2,7
18826,18826,4,4
18827,18827,1,4
18828,18828,3,6
18829,18829,4,4
18830,18830,5,2
18831,18831,3,8
18832,18832,4,8
18833,18833,1,5
18834,18834,4,7
18835,18835,2,1
18836,18836,3,7
18837,18837,1,5
18838,18838,2,3
18839,18839,4,1
18840,18840,5,8
18841,18841,1,2
18842,18842,2,1
18843,18843,1,6
18844,18844,3,5
18845,18845,1,2
18846,18846,1,1
18847,18847,5,5
18848,18848,4,3
18849,18849,4,5
18850,18850,1,1
18851,18851,1,5
18852,18852,1,8
18853,18853,4,1
18854,18854,2,4
18855,18855,5,7
18856,18856,2,7
18857,18857,5,6
18858,18858,1,3
18859,18859,5,7
18860,18860,2,7
18861,18861,4,1
18862,18862,5,1
18863,18863,5,4
18864,18864,4,7
18865,18865,5,6
18866,18866,1,1
18867,18867,3,8
18868,18868,4,5
18869,18869,1,3
18870,18870,2,3
18871,18871,2,6
18872,18872,4,3
18873,18873,3,5
18874,18874,2,2
18875,18875,1,7
18876,18876,3,4
18877,18877,2,7
18878,18878,1,8
18879,18879,4,4
18880,18880,2,2
18881,18881,3,6
18882,18882,4,1
18883,18883,2,3
18884,18884,3,6
18885,18885,1,3
18886,18886,2,7
18887,18887,3,7
18888,18888,5,1
18889,18889,5,1
18890,18890,1,8
18891,18891,1,5
18892,18892,5,4
18893,18893,4,5
18894,18894,3,2
18895,18895,3,4
18896,18896,5,1
18897,18897,2,4
18898,18898,1,8
18899,18899,3,3
18900,18900,2,2
18901,18901,2,4
18902,18902,2,5
18903,18903,3,2
18904,18904,4,5
18905,18905,1,7
18906,18906,5,6
18907,18907,5,8
18908,18908,3,5
18909,18909,4,2
18910,18910,5,7
18911,18911,5,8
18912,18912,1,4
18913,18913,4,7
18914,18914,4,7
18915,18915,5,2
18916,18916,4,6
18917,18917,2,4
18918,18918,4,6
18919,18919,1,6
18920,18920,1,5
18921,18921,5,6
18922,18922,4,6
18923,18923,2,6
18924,18924,4,2
18925,18925,1,4
18926,18926,3,3
18927,18927,5,6
18928,18928,4,8
18929,18929,5,1
18930,18930,5,1
18931,18931,4,3
18932,18932,5,6
18933,18933,2,2
18934,18934,3,5
18935,18935,5,3
18936,18936,3,3
18937,18937,3,2
18938,18938,4,1
18939,18939,2,4
18940,18940,2,2
18941,18941,2,4
18942,18942,3,5
18943,18943,2,1
18944,18944,1,2
18945,18945,3,5
18946,18946,3,1
18947,18947,5,4
18948,18948,2,7
18949,18949,3,5
18950,18950,3,6
18951,18951,1,6
18952,18952,3,3
18953,18953,3,1
18954,18954,3,7
18955,18955,1,3
18956,18956,4,2
18957,18957,5,8
18958,18958,5,6
18959,18959,2,1
18960,18960,2,4
18961,18961,4,1
18962,18962,3,7
18963,18963,2,2
18964,18964,2,5
18965,18965,5,2
18966,18966,1,7
18967,18967,3,4
18968,18968,2,7
18969,18969,1,3
18970,18970,5,2
18971,18971,4,6
18972,18972,5,1
18973,18973,4,1
18974,18974,5,8
18975,18975,5,5
18976,18976,5,1
18977,18977,3,6
18978,18978,3,4
18979,18979,2,8
18980,18980,4,4
18981,18981,4,1
18982,18982,5,1
18983,18983,4,2
18984,18984,3,6
18985,18985,3,3
18986,18986,4,3
18987,18987,4,5
18988,18988,1,7
18989,18989,3,7
18990,18990,2,6
18991,18991,4,5
18992,18992,5,3
18993,18993,2,5
18994,18994,2,1
18995,18995,1,2
18996,18996,2,4
18997,18997,3,7
18998,18998,3,2
18999,18999,2,5
19000,19000,5,3
19001,19001,3,7
19002,19002,3,2
19003,19003,2,1
19004,19004,3,5
19005,19005,4,5
19006,19006,5,4
19007,19007,2,1
19008,19008,4,3
19009,19009,4,2
19010,19010,4,7
19011,19011,4,3
19012,19012,3,6
19013,19013,2,8
19014,19014,2,4
19015,19015,4,4
19016,19016,1,4
19017,19017,2,4
19018,19018,1,4
19019,19019,3,1
19020,19020,5,5
19021,19021,4,6
19022,19022,1,7
19023,19023,5,7
19024,19024,2,7
19025,19025,2,4
19026,19026,4,7
19027,19027,4,6
19028,19028,4,1
19029,19029,1,4
19030,19030,5,6
19031,19031,2,2
19032,19032,2,4
19033,19033,4,7
19034,19034,1,2
19035,19035,2,5
19036,19036,2,2
19037,19037,4,5
19038,19038,2,8
19039,19039,5,4
19040,19040,2,8
19041,19041,1,6
19042,19042,4,8
19043,19043,4,1
19044,19044,2,3
19045,19045,2,2
19046,19046,6,3
19047,19047,2,8
19048,19048,2,6
19049,19049,3,3
19050,19050,5,6
19051,19051,2,2
19052,19052,4,2
19053,19053,3,2
19054,19054,1,3
19055,19055,2,5
19056,19056,1,3
19057,19057,5,2
19058,19058,4,7
19059,19059,3,6
19060,19060,4,7
19061,19061,5,3
19062,19062,3,6
19063,19063,1,4
19064,19064,4,6
19065,19065,5,2
19066,19066,4,3
19067,19067,4,4
19068,19068,4,3
19069,19069,3,7
19070,19070,2,6
19071,19071,5,7
19072,19072,1,7
19073,19073,5,3
19074,19074,3,4
19075,19075,1,4
19076,19076,3,1
19077,19077,1,8
19078,19078,4,8
19079,19079,5,2
19080,19080,4,4
19081,19081,2,2
19082,19082,1,3
19083,19083,1,6
19084,19084,2,5
19085,19085,3,7
19086,19086,3,6
19087,19087,1,7
19088,19088,1,8
19089,19089,5,4
19090,19090,1,2
19091,19091,1,2
19092,19092,5,1
19093,19093,2,6
19094,19094,3,7
19095,19095,2,4
19096,19096,1,6
19097,19097,3,3
19098,19098,2,8
19099,19099,1,6
19100,19100,5,5
19101,19101,5,2
19102,19102,3,6
19103,19103,3,6
19104,19104,2,2
19105,19105,3,8
19106,19106,4,4
19107,19107,5,3
19108,19108,1,6
19109,19109,5,3
19110,19110,5,2
19111,19111,1,1
19112,19112,2,6
19113,19113,1,1
19114,19114,4,3
19115,19115,5,8
19116,19116,2,7
19117,19117,1,1
19118,19118,5,8
19119,19119,5,4
19120,19120,5,2
19121,19121,3,6
19122,19122,2,8
19123,19123,5,4
19124,19124,4,6
19125,19125,4,2
19126,19126,5,1
19127,19127,5,3
19128,19128,5,6
19129,19129,4,5
19130,19130,3,2
19131,19131,4,2
19132,19132,1,5
19133,19133,2,8
19134,19134,1,1
19135,19135,3,8
19136,19136,5,6
19137,19137,3,8
19138,19138,3,5
19139,19139,3,4
19140,19140,2,4
19141,19141,4,3
19142,19142,1,7
19143,19143,1,6
19144,19144,2,8
19145,19145,4,4
19146,19146,2,7
19147,19147,3,2
19148,19148,3,2
19149,19149,1,3
19150,19150,2,1
19151,19151,4,8
19152,19152,5,7
19153,19153,4,1
19154,19154,1,6
19155,19155,5,5
19156,19156,5,8
19157,19157,1,7
19158,19158,4,3
19159,19159,4,2
19160,19160,2,2
19161,19161,3,8
19162,19162,2,5
19163,19163,4,7
19164,19164,3,5
19165,19165,1,7
19166,19166,2,6
19167,19167,3,8
19168,19168,4,4
19169,19169,5,2
19170,19170,1,3
19171,19171,4,1
19172,19172,2,6
19173,19173,4,1
19174,19174,5,8
19175,19175,2,4
19176,19176,4,4
19177,19177,1,3
19178,19178,4,8
19179,19179,5,7
19180,19180,2,3
19181,19181,1,8
19182,19182,5,8
19183,19183,3,5
19184,19184,4,6
19185,19185,2,2
19186,19186,3,4
19187,19187,5,1
19188,19188,4,4
19189,19189,3,1
19190,19190,2,6
19191,19191,4,5
19192,19192,5,7
19193,19193,1,5
19194,19194,1,4
19195,19195,1,1
19196,19196,3,5
19197,19197,5,4
19198,19198,2,3
19199,19199,2,4
19200,19200,4,6
19201,19201,4,6
19202,19202,2,7
19203,19203,1,7
19204,19204,4,5
19205,19205,4,7
19206,19206,5,7
19207,19207,2,7
19208,19208,2,6
19209,19209,1,2
19210,19210,3,2
19211,19211,5,4
19212,19212,1,4
19213,19213,1,3
19214,19214,4,7
19215,19215,5,8
19216,19216,5,3
19217,19217,2,7
19218,19218,5,8
19219,19219,5,5
19220,19220,5,1
19221,19221,1,2
19222,19222,1,4
19223,19223,5,3
19224,19224,4,1
19225,19225,4,1
19226,19226,2,3
19227,19227,3,3
19228,19228,3,4
19229,19229,1,3
19230,19230,1,5
19231,19231,6,1
19232,19232,5,6
19233,19233,2,2
19234,19234,2,7
19235,19235,1,1
19236,19236,2,7
19237,19237,5,2
19238,19238,4,8
19239,19239,1,5
19240,19240,5,6
19241,19241,6,4
19242,19242,1,1
19243,19243,5,8
19244,19244,4,6
19245,19245,2,6
19246,19246,1,4
19247,19247,4,6
19248,19248,3,2
19249,19249,2,1
19250,19250,2,4
19251,19251,4,4
19252,19252,1,8
19253,19253,3,3
19254,19254,2,3
19255,19255,3,6
19256,19256,3,8
19257,19257,4,3
19258,19258,2,2
19259,19259,1,8
19260,19260,2,1
19261,19261,3,2
19262,19262,2,3
19263,19263,5,5
19264,19264,5,2
19265,19265,2,3
19266,19266,6,4
19267,19267,1,5
19268,19268,3,5
19269,19269,3,4
19270,19270,3,1
19271,19271,1,4
19272,19272,3,7
19273,19273,1,2
19274,19274,4,5
19275,19275,1,4
19276,19276,5,5
19277,19277,4,1
19278,19278,2,6
19279,19279,4,5
19280,19280,4,1
19281,19281,2,3
19282,19282,5,4
19283,19283,6,1
19284,19284,2,7
19285,19285,5,8
19286,19286,3,7
19287,19287,2,1
19288,19288,6,6
19289,19289,2,7
19290,19290,5,7
19291,19291,5,4
19292,19292,3,7
19293,19293,5,6
19294,19294,2,4
19295,19295,2,7
19296,19296,2,6
19297,19297,4,5
19298,19298,4,4
19299,19299,5,4
19300,19300,2,5
19301,19301,4,1
19302,19302,6,3
19303,19303,4,5
19304,19304,5,6
19305,19305,2,4
19306,19306,2,6
19307,19307,5,5
19308,19308,4,6
19309,19309,1,1
19310,19310,4,2
19311,19311,4,6
19312,19312,4,7
19313,19313,5,8
19314,19314,5,3
19315,19315,2,1
19316,19316,4,2
19317,19317,5,2
19318,19318,3,5
19319,19319,1,4
19320,19320,2,5
19321,19321,6,4
19322,19322,2,4
19323,19323,3,2
19324,19324,1,3
19325,19325,2,4
19326,19326,3,2
19327,19327,3,3
19328,19328,5,4
19329,19329,2,1
19330,19330,3,2
19331,19331,5,8
19332,19332,3,8
19333,19333,2,3
19334,19334,4,6
19335,19335,3,3
19336,19336,5,2
19337,19337,5,1
19338,19338,4,3
19339,19339,4,3
19340,19340,1,2
19341,19341,5,8
19342,19342,3,2
19343,19343,3,3
19344,19344,4,8
19345,19345,5,5
19346,19346,4,3
19347,19347,4,8
19348,19348,3,8
19349,19349,3,6
19350,19350,3,3
19351,19351,5,6
19352,19352,2,6
19353,19353,1,7
19354,19354,5,1
19355,19355,3,5
19356,19356,2,2
19357,19357,4,1
19358,19358,3,1
19359,19359,5,8
19360,19360,4,1
19361,19361,3,8
19362,19362,3,4
19363,19363,3,3
19364,19364,2,4
19365,19365,5,1
19366,19366,4,8
19367,19367,2,1
19368,19368,3,7
19369,19369,2,3
19370,19370,3,2
19371,19371,5,2
19372,19372,2,6
19373,19373,5,7
19374,19374,4,1
19375,19375,6,3
19376,19376,1,1
19377,19377,3,3
19378,19378,2,2
19379,19379,2,2
19380,19380,4,3
19381,19381,4,3
19382,19382,3,5
19383,19383,4,4
19384,19384,6,6
19385,19385,2,4
19386,19386,1,3
19387,19387,4,8
19388,19388,3,2
19389,19389,1,1
19390,19390,2,6
19391,19391,5,6
19392,19392,3,5
19393,19393,3,3
19394,19394,4,4
19395,19395,3,6
19396,19396,1,8
19397,19397,4,8
19398,19398,1,6
19399,19399,6,4
19400,19400,3,8
19401,19401,5,6
19402,19402,4,7
19403,19403,1,3
19404,19404,3,3
19405,19405,1,5
19406,19406,1,5
19407,19407,2,6
19408,19408,1,3
19409,19409,5,3
19410,19410,3,6
19411,19411,1,5
19412,19412,3,6
19413,19413,4,4
19414,19414,3,4
19415,19415,1,7
19416,19416,2,3
19417,19417,3,4
19418,19418,5,7
19419,19419,2,5
19420,19420,5,3
19421,19421,3,6
19422,19422,4,8
19423,19423,5,4
19424,19424,3,3
19425,19425,4,5
19426,19426,2,5
19427,19427,1,3
19428,19428,1,4
19429,19429,5,7
19430,19430,2,7
19431,19431,4,2
19432,19432,5,7
19433,19433,1,6
19434,19434,2,8
19435,19435,4,5
19436,19436,3,2
19437,19437,2,2
19438,19438,4,6
19439,19439,5,8
19440,19440,5,1
19441,19441,2,5
19442,19442,3,4
19443,19443,3,2
19444,19444,4,6
19445,19445,4,4
19446,19446,1,7
19447,19447,4,3
19448,19448,1,2
