reviewIdx,userIdx,lectureIdx,totalRating,priceRating,teachingPowerRating,recommend
31842,219,5267,2.0,3.5,4.0,N
31843,219,5291,3.5,3.0,4.5,Y
31844,219,317,3.5,3.0,4.0,Y
31845,219,2631,2.0,2.0,3.0,N
31846,219,5288,2.5,2.5,3.5,N
31847,219,3800,2.0,3.5,1.0,N
31848,219,740,4.5,4.0,4.0,Y
31849,219,4799,3.5,2.0,2.5,Y
31850,219,4228,2.5,4.5,4.0,N
31851,219,958,1.5,1.5,1.5,N
31852,219,2379,3.0,2.5,3.5,Y
31853,219,3038,2.0,3.5,3.5,N
31854,219,5023,3.0,3.5,2.0,N
31855,219,5054,1.0,2.5,4.0,N
31856,219,3067,2.5,2.5,4.5,N
31857,219,533,2.5,2.0,2.0,N
31858,219,4082,2.5,2.0,1.5,N
31859,219,2878,3.5,3.0,4.0,Y
31860,219,1278,3.5,4.0,4.0,Y
31861,219,1817,3.5,3.0,2.5,Y
31862,219,1936,3.0,2.0,4.0,Y
31863,219,2576,1.5,4.5,2.0,N
31864,219,3534,2.5,2.5,4.0,N
31865,219,3250,2.5,4.0,4.0,N
31866,219,4856,3.5,2.5,2.0,Y
31867,219,2011,2.5,3.0,2.5,N
31868,219,3205,1.5,1.0,0.0,N
31869,219,1404,3.0,3.5,4.5,Y
31870,219,4301,3.0,3.0,4.0,Y
31871,219,4962,3.0,4.0,3.5,Y
31872,219,1102,3.5,2.0,3.0,Y
31873,219,1986,4.0,4.5,4.5,Y
31874,219,4772,1.5,2.0,4.5,N
31875,219,4054,0.5,4.0,4.0,N
31876,219,3172,3.5,2.5,2.0,Y
31877,219,3697,4.5,3.5,4.5,Y
31878,219,4665,1.5,3.0,1.0,N
31879,219,4603,4.0,3.5,4.0,Y
31880,219,1302,2.5,4.0,4.0,N
31881,219,1700,3.5,2.0,4.5,Y
31882,219,2694,4.5,4.5,4.0,Y
31883,219,3355,2.5,4.5,3.5,N
31884,219,2812,2.5,1.0,1.0,N
31885,219,73,2.5,4.0,2.5,N
31886,219,3047,4.5,4.0,4.5,Y
31887,219,1073,3.0,4.0,4.0,Y
31888,219,3259,2.5,3.5,3.0,N
31889,219,4029,2.5,1.5,3.0,N
31890,219,3329,3.5,3.5,3.5,Y
31891,219,2591,2.0,1.0,1.0,N
31892,219,736,5.0,4.5,4.0,Y
31893,219,210,4.5,3.0,4.0,Y
31894,219,4461,4.0,3.5,3.5,Y
31895,219,1835,2.5,3.0,1.0,N
31896,219,1724,3.5,4.5,3.0,Y
31897,219,664,2.5,4.5,4.0,N
31898,219,2400,2.0,1.5,1.5,N
31899,219,5296,1.5,1.0,0.0,N
31900,219,2078,4.5,4.5,3.5,Y
31901,219,2366,3.0,4.5,3.5,Y
31902,219,4080,3.0,4.0,2.5,N
31903,219,4398,4.0,3.5,3.0,Y
31904,219,4618,3.0,2.5,4.5,N
31905,219,4965,4.5,3.0,3.5,Y
31906,219,347,4.0,3.5,4.5,Y
31907,219,1916,4.0,4.0,4.5,Y
31908,219,4402,2.0,2.0,3.0,N
31909,219,3278,2.5,1.5,1.5,N
31910,219,4611,0.5,4.0,2.5,N
31911,219,754,4.0,3.0,4.0,Y
31912,219,1264,3.5,4.5,3.5,Y
31913,219,1386,4.5,3.5,4.0,Y
31914,219,138,3.5,3.5,2.5,Y
31915,219,4655,4.5,4.0,4.0,Y
31916,219,1692,2.5,3.0,3.5,N
31917,219,1624,3.5,4.0,4.0,Y
31918,219,373,2.0,3.0,3.5,N
31919,219,1965,4.0,4.5,3.5,Y
31920,219,3298,1.0,4.0,4.0,N
31921,219,443,2.0,3.5,2.5,N
31922,219,1287,4.5,4.5,3.5,Y
31923,219,1423,2.5,3.0,4.0,N
31924,219,4517,4.0,3.5,3.5,Y
31925,219,4993,3.0,4.5,4.5,N
31926,219,2246,4.0,4.0,3.5,Y
31927,219,4258,3.5,4.5,2.5,Y
31928,219,89,3.5,4.5,3.5,Y
31929,219,4374,3.0,2.5,3.0,N
31930,219,4199,4.0,3.0,4.0,Y
31931,219,4773,4.0,4.5,3.5,Y
31932,219,2080,5.0,4.0,4.5,Y
31933,219,2036,4.0,3.0,3.0,Y
31934,219,4783,3.0,4.5,3.5,Y
31935,219,2765,2.5,2.5,2.5,N
31936,219,3928,3.0,2.0,2.5,Y
31937,219,4633,3.0,3.5,2.0,N
31938,219,2107,1.5,1.0,0.0,N
31939,219,4599,0.5,2.0,0.0,N
31940,219,2278,3.0,2.0,2.0,Y
31941,219,4632,4.0,3.0,3.5,Y
31942,219,2952,4.0,3.5,3.5,Y
31943,219,3344,0.5,4.0,-1.0,N
31944,219,5048,3.5,2.5,2.5,Y
31945,219,2428,3.5,4.5,4.0,Y
31946,219,266,3.5,4.5,4.5,Y
31947,219,4641,3.0,4.0,3.5,N
31948,219,5272,3.5,4.5,3.5,Y
31949,219,380,4.5,4.5,3.0,Y
31950,219,2785,2.0,1.5,4.0,N
31951,219,786,2.0,3.0,2.0,N
31952,219,4573,3.0,4.0,3.0,N
31953,219,5193,3.5,4.5,2.0,Y
31954,219,5230,0.5,4.5,1.5,N
31955,219,4104,4.5,4.5,3.5,Y
31956,219,3357,4.0,4.5,3.0,Y
31957,219,1471,3.5,4.0,2.0,Y
31958,219,42,1.0,1.5,2.0,N
31959,219,3308,1.5,3.0,3.5,N
31960,219,4586,2.5,2.5,3.5,N
31961,219,2681,4.0,4.0,4.0,Y
31962,219,535,5.0,4.0,4.0,Y
31963,219,1510,2.5,2.0,2.0,N
31964,219,5235,3.5,4.0,2.5,Y
31965,219,470,2.5,1.0,3.0,N
31966,219,4311,2.0,3.5,3.0,N
31967,219,990,2.5,4.5,2.5,N
31968,219,1969,3.5,2.5,2.5,Y
31969,219,2516,4.0,3.0,3.5,Y
31970,219,3043,2.5,3.0,4.0,N
31971,219,2089,4.5,3.5,3.5,Y
31972,219,1708,5.0,4.5,4.5,Y
31973,219,5139,4.0,4.5,4.0,Y
31974,219,1250,3.5,2.5,2.5,Y
31975,219,4105,4.5,4.5,3.5,Y
31976,219,2691,4.0,3.0,3.5,Y
31977,219,3128,2.5,4.0,2.5,N
31978,219,3692,3.0,3.0,3.5,Y
31979,219,3462,1.0,4.0,0.0,N
31980,219,3563,3.0,3.5,2.0,N
31981,219,1173,4.0,3.0,3.5,Y
31982,219,552,3.0,3.0,2.5,Y
31983,219,339,2.0,1.0,2.0,N
31984,219,1897,2.5,3.0,3.5,N
31985,219,1185,3.0,4.5,2.5,N
31986,219,2267,4.0,4.0,3.5,Y
31987,219,2090,4.0,4.5,3.0,Y
31988,219,4323,1.5,4.0,0.5,N
31989,219,3826,1.0,2.5,0.0,N
31990,219,400,2.0,2.0,3.5,N
31991,219,4915,3.0,4.0,4.0,Y
31992,219,3633,3.5,4.5,3.0,Y
31993,219,323,3.0,3.0,4.0,Y
31994,219,2120,3.0,3.5,4.0,N
31995,219,3039,4.5,4.0,4.5,Y
31996,219,4516,3.5,4.0,2.5,Y
31997,219,2263,4.5,4.0,4.0,Y
31998,219,2773,4.5,4.0,4.0,Y
31999,219,867,2.0,4.5,2.0,N
32000,219,5089,4.5,3.5,3.0,Y
32001,219,2985,5.0,4.5,4.5,Y
32002,219,4141,4.0,4.0,3.5,Y
32003,219,570,4.5,3.5,4.0,Y
32004,219,2777,2.5,3.0,3.5,N
32005,219,3184,3.5,3.5,4.5,Y
32006,219,1387,4.0,4.0,3.5,Y
32007,219,4960,4.0,3.5,3.5,Y
32008,219,1612,4.0,4.0,3.0,Y
32009,219,4778,4.0,3.0,3.0,Y
32010,219,4425,4.0,4.0,3.5,Y
32011,219,2374,4.0,3.5,3.0,Y
32012,219,3832,2.5,1.5,2.5,N
32013,219,2510,4.5,4.5,3.5,Y
32014,219,4968,3.5,2.5,3.5,Y
32015,219,4001,4.0,3.5,3.5,Y
32016,219,1860,4.5,3.0,4.5,Y
32017,219,3000,0.5,2.5,4.0,N
32018,219,888,4.5,4.0,3.5,Y
32019,219,317,5.0,4.5,4.0,Y
32020,219,4876,1.5,1.0,2.0,N
32021,219,169,4.5,4.0,3.5,Y
32022,219,886,4.5,4.5,4.5,Y
32023,219,112,4.0,3.0,4.5,Y
32024,219,235,1.0,1.0,4.0,N
32025,219,3036,4.0,4.5,3.0,Y
32026,219,3703,2.5,3.0,1.0,N
32027,219,2630,2.0,2.5,2.0,N
32028,219,1623,3.0,3.5,2.0,Y
32029,219,2744,4.0,4.5,3.5,Y
32030,219,4196,4.5,4.5,4.0,Y
32031,219,1738,2.5,1.0,1.5,N
32032,219,4705,4.5,3.0,3.0,Y
32033,219,1716,2.0,2.5,1.5,N
32034,219,780,4.5,4.0,3.5,Y
32035,219,902,4.0,3.0,4.0,Y
32036,219,1859,5.0,4.5,4.5,Y
32037,219,930,4.0,4.5,4.0,Y
32038,219,4798,5.0,4.5,4.0,Y
32039,219,391,3.5,3.0,2.5,Y
32040,219,5168,3.5,2.0,3.5,Y
32041,219,3093,4.5,3.0,3.5,Y
32042,219,217,3.0,4.5,4.5,N
32043,219,3800,3.5,2.0,2.0,Y
32044,219,4336,4.5,4.5,4.5,Y
32045,219,1602,2.0,2.0,3.5,N
32046,219,3643,0.5,-0.5,2.5,N
32047,219,2122,4.0,3.5,3.0,Y
32048,219,1421,2.5,1.0,4.5,N
32049,219,3055,5.0,4.0,4.5,Y
32050,219,666,5.0,4.5,4.5,Y
32051,219,1708,4.0,3.5,3.5,Y
32052,219,340,4.0,4.5,4.5,Y
32053,220,1,5.0,4.5,4.5,Y
32054,220,6,3.5,2.5,3.5,Y
32055,220,10,4.0,3.0,4.5,Y
32056,220,32,4.5,3.5,4.0,Y
32057,220,34,4.5,3.5,4.5,Y
32058,220,47,3.0,2.0,3.0,Y
32059,220,50,5.0,4.0,4.0,Y
32060,220,150,5.0,4.0,4.0,Y
32061,220,165,4.0,4.5,3.5,Y
32062,220,208,0.5,-0.5,0.0,N
32063,220,223,5.0,4.5,4.5,Y
32064,220,231,3.5,2.0,4.5,Y
32065,220,260,5.0,4.5,4.0,Y
32066,220,296,5.0,4.5,4.0,Y
32067,220,303,4.0,3.0,4.5,Y
32068,220,316,2.0,4.5,2.0,N
32069,220,318,5.0,4.5,4.0,Y
32070,220,344,2.0,2.0,4.0,N
32071,220,349,4.0,3.0,4.0,Y
32072,220,356,5.0,4.0,4.5,Y
32073,220,364,4.5,3.5,4.0,Y
32074,220,377,3.5,4.0,3.5,Y
32075,220,380,4.5,3.0,4.5,Y
32076,220,480,5.0,4.0,4.5,Y
32077,220,541,2.0,1.0,3.0,N
32078,220,586,4.5,4.5,4.0,Y
32079,220,588,5.0,4.0,4.0,Y
32080,220,589,5.0,4.5,4.5,Y
32081,220,590,5.0,4.5,4.5,Y
32082,220,608,5.0,4.0,4.0,Y
32083,220,648,3.0,3.5,4.0,Y
32084,220,733,4.0,3.5,3.0,Y
32085,220,736,4.0,4.0,4.5,Y
32086,220,743,3.0,3.0,2.0,N
32087,220,780,4.0,3.5,4.5,Y
32088,220,858,5.0,4.5,4.0,Y
32089,220,912,5.0,4.5,4.0,Y
32090,220,954,4.5,3.5,3.0,Y
32091,220,1036,5.0,4.5,4.5,Y
32092,220,1049,1.5,2.0,0.5,N
32093,220,1089,3.5,4.0,2.0,Y
32094,220,1193,5.0,4.0,4.0,Y
32095,220,1196,5.0,4.0,4.0,Y
32096,220,1197,4.5,3.0,3.0,Y
32097,220,1198,5.0,4.0,4.5,Y
32098,220,1200,5.0,4.5,4.5,Y
32099,220,1206,5.0,4.5,4.5,Y
32100,220,1210,4.5,3.0,3.0,Y
32101,220,1213,5.0,4.0,4.5,Y
32102,220,1240,4.5,4.0,4.0,Y
32103,220,1258,2.0,4.0,1.5,N
32104,220,1265,5.0,4.0,4.0,Y
32105,220,1270,5.0,4.5,4.0,Y
32106,220,1291,5.0,4.0,4.0,Y
32107,220,1387,5.0,4.0,4.0,Y
32108,220,1393,4.5,4.0,3.0,Y
32109,220,1429,3.5,2.0,3.0,Y
32110,220,1430,3.5,4.0,2.0,Y
32111,220,1517,3.5,2.0,4.5,Y
32112,220,1527,4.5,3.5,3.0,Y
32113,220,1580,5.0,4.5,4.5,Y
32114,220,1584,5.0,4.5,4.0,Y
32115,220,1589,3.5,3.0,3.5,Y
32116,220,1591,1.5,2.0,2.5,N
32117,220,1704,4.5,4.0,4.0,Y
32118,220,1721,5.0,4.0,4.5,Y
32119,220,1722,3.5,2.5,3.0,Y
32120,220,1732,5.0,4.5,4.0,Y
32121,220,1917,4.0,4.0,4.0,Y
32122,220,2011,4.5,4.5,3.0,Y
32123,220,2012,4.5,3.0,3.5,Y
32124,220,2028,5.0,4.5,4.0,Y
32125,220,2078,3.0,3.0,4.5,N
32126,220,2115,4.0,4.5,3.0,Y
32127,220,2174,3.5,3.5,3.5,Y
32128,220,2294,2.5,2.0,4.0,N
32129,220,2300,4.0,3.5,4.0,Y
32130,220,2329,5.0,4.5,4.0,Y
32131,220,2355,4.0,3.5,3.0,Y
32132,220,2359,3.5,4.0,4.5,Y
32133,220,2427,0.5,3.0,-1.0,N
32134,220,2450,0.5,-1.0,-1.0,N
32135,220,2502,5.0,4.0,4.0,Y
32136,220,2571,5.0,4.0,4.0,Y
32137,220,2628,3.5,2.0,3.5,Y
32138,220,2640,4.0,3.0,3.5,Y
32139,220,2683,3.5,2.0,3.0,Y
32140,220,2692,4.5,3.5,4.0,Y
32141,220,2700,5.0,4.0,4.5,Y
32142,220,2716,5.0,4.0,4.0,Y
32143,220,2762,5.0,4.0,4.5,Y
32144,220,2791,4.5,4.0,3.5,Y
32145,220,2795,4.0,3.5,3.5,Y
32146,220,2947,4.0,3.5,4.0,Y
32147,220,2959,1.5,2.0,2.0,N
32148,220,2985,4.0,3.5,4.0,Y
32149,220,2997,5.0,4.0,4.5,Y
32150,220,3034,5.0,4.0,4.0,Y
32151,220,3114,5.0,4.0,4.0,Y
32152,220,3147,4.0,4.5,3.0,Y
32153,220,3159,4.0,4.0,3.5,Y
32154,220,3421,4.5,4.0,3.5,Y
32155,220,3510,4.0,3.0,3.0,Y
32156,220,3555,4.0,4.0,4.5,Y
32157,220,3671,4.5,3.5,3.5,Y
32158,220,3751,3.5,4.0,3.5,Y
32159,220,3753,4.5,3.0,4.5,Y
32160,220,3793,5.0,4.5,4.0,Y
32161,220,3948,4.5,4.5,3.5,Y
32162,220,3994,3.5,2.0,2.0,Y
32163,220,3996,4.5,3.0,4.5,Y
32164,220,4011,4.0,4.5,4.5,Y
32165,220,4022,4.0,3.0,4.5,Y
32166,220,4027,5.0,4.5,4.5,Y
32167,220,4219,3.0,4.5,2.5,N
32168,220,4226,5.0,4.5,4.0,Y
32169,220,4306,5.0,4.0,4.5,Y
32170,220,4499,4.0,3.0,3.0,Y
32171,220,4545,4.5,4.0,3.5,Y
32172,220,4623,4.5,4.0,3.0,Y
32173,220,4886,4.0,4.5,4.5,Y
32174,220,4896,5.0,4.5,4.0,Y
32175,220,4954,4.5,4.5,3.0,Y
32176,220,4979,2.0,4.0,4.5,N
32177,220,5218,5.0,4.5,4.5,Y
32178,220,790,4.5,3.5,4.5,Y
32179,220,2685,4.0,4.5,4.0,Y
32180,220,1139,4.0,3.5,3.5,Y
32181,220,1095,4.5,3.5,4.0,Y
32182,220,5226,1.0,3.0,1.5,N
32183,220,2409,2.0,3.0,1.0,N
32184,220,2601,4.5,4.5,3.5,Y
32185,220,5021,1.0,4.0,1.0,N
32186,220,3281,4.5,3.0,3.0,Y
32187,220,4911,4.0,3.0,4.5,Y
32188,220,3239,5.0,4.0,4.5,Y
32189,220,1284,4.5,3.0,4.0,Y
32190,220,4102,5.0,4.5,4.0,Y
32191,220,2777,3.5,4.5,4.5,Y
32192,220,3453,5.0,4.0,4.0,Y
32193,220,3350,4.5,3.5,3.5,Y
32194,220,2447,4.0,3.0,4.5,Y
32195,220,4773,5.0,4.0,4.5,Y
32196,220,568,4.5,4.5,4.0,Y
32197,220,4339,1.0,2.0,3.5,N
32198,220,5049,4.0,4.0,4.0,Y
32199,220,5194,3.0,4.5,3.0,N
32200,220,1644,3.5,2.5,3.5,Y
32201,220,2408,5.0,4.0,4.0,Y
32202,220,1736,4.5,4.5,4.0,Y
32203,220,1054,4.0,3.0,4.5,Y
32204,220,2047,4.5,4.0,4.5,Y
32205,220,1859,4.0,4.0,3.0,Y
32206,220,1146,4.0,4.0,4.5,Y
32207,220,2222,4.0,4.5,3.5,Y
32208,220,2833,4.5,4.0,3.0,Y
32209,220,254,3.0,2.0,4.0,Y
32210,220,726,4.0,4.5,4.5,Y
32211,220,2278,4.5,4.0,4.0,Y
32212,220,2541,2.5,3.0,2.5,N
32213,220,2070,4.0,3.0,4.0,Y
32214,220,561,4.0,3.5,3.0,Y
32215,220,2222,5.0,4.5,4.0,Y
32216,220,3331,4.0,3.0,3.5,Y
32217,220,5121,4.0,4.5,4.0,Y
32218,220,2717,5.0,4.0,4.0,Y
32219,220,4609,4.0,3.0,3.0,Y
32220,220,5276,4.5,3.0,4.0,Y
32221,220,2405,4.5,4.5,4.5,Y
32222,220,3279,2.0,1.5,4.5,N
32223,220,2705,3.5,3.5,2.0,Y
32224,220,2504,4.0,3.0,3.5,Y
32225,220,1424,5.0,4.0,4.5,Y
32226,220,2861,4.5,4.5,3.5,Y
32227,220,5069,2.5,2.5,2.0,N
32228,220,548,4.0,3.5,4.0,Y
32229,220,1981,4.0,4.0,4.5,Y
32230,220,2159,3.0,3.5,4.5,Y
32231,220,2119,5.0,4.0,4.5,Y
32232,220,1726,4.5,3.5,3.5,Y
32233,220,3572,4.5,3.5,3.5,Y
32234,220,1267,4.0,3.0,4.5,Y
32235,220,4682,3.5,3.0,2.0,Y
32236,220,1323,3.0,2.5,2.0,N
32237,220,5226,5.0,4.0,4.5,Y
32238,220,4344,2.0,1.5,3.0,N
32239,220,745,2.5,1.5,4.0,N
32240,220,3582,2.5,2.0,3.5,N
32241,220,3004,3.0,2.0,2.5,N
32242,220,3935,3.0,3.0,3.5,Y
32243,220,3895,3.5,2.5,3.0,Y
32244,220,1144,4.0,3.5,3.5,Y
32245,220,2589,4.0,4.5,4.5,Y
32246,220,4229,3.5,3.0,2.0,Y
32247,220,4155,2.5,3.5,1.0,N
32248,220,4530,3.0,3.0,3.5,N
32249,220,5210,3.5,4.5,2.5,Y
32250,220,2924,2.0,2.0,1.0,N
32251,220,2653,3.0,3.5,2.5,Y
32252,220,1003,3.5,2.0,2.0,Y
32253,220,3570,3.0,4.5,2.0,N
32254,220,24,3.5,3.5,2.0,Y
32255,220,1616,3.0,4.0,2.5,N
32256,220,3556,5.0,4.5,4.0,Y
32257,220,57,3.5,4.0,3.0,Y
32258,220,3946,3.0,4.5,4.0,N
32259,220,4848,2.0,1.0,4.0,N
32260,221,2,3.5,2.0,2.5,Y
32261,221,29,4.5,3.0,3.5,Y
32262,221,32,5.0,4.5,4.5,Y
32263,221,50,4.5,4.0,4.0,Y
32264,221,58,4.5,4.0,4.5,Y
32265,221,101,4.5,3.5,3.0,Y
32266,221,104,2.5,1.0,3.0,N
32267,221,111,5.0,4.0,4.5,Y
32268,221,141,4.5,3.0,3.5,Y
32269,221,154,4.0,3.5,3.5,Y
32270,221,162,4.5,4.0,4.5,Y
32271,221,215,4.5,4.5,3.5,Y
32272,221,296,5.0,4.5,4.0,Y
32273,221,318,4.0,4.0,4.0,Y
32274,221,348,4.5,4.0,4.5,Y
32275,221,356,3.5,3.0,3.5,Y
32276,221,410,2.0,1.5,1.0,N
32277,221,431,4.5,3.5,3.0,Y
32278,221,446,4.5,4.5,4.0,Y
32279,221,456,4.5,3.5,4.0,Y
32280,221,480,3.0,2.0,3.5,Y
32281,221,492,4.5,4.5,4.5,Y
32282,221,509,3.5,2.0,2.5,Y
32283,221,520,2.5,2.0,4.0,N
32284,221,527,3.0,3.0,2.5,Y
32285,221,541,5.0,4.0,4.0,Y
32286,221,551,4.5,3.5,3.5,Y
32287,221,553,3.0,2.0,3.0,N
32288,221,589,4.5,4.5,4.5,Y
32289,221,590,3.5,2.5,4.0,Y
32290,221,593,4.0,3.5,3.0,Y
32291,221,608,5.0,4.5,4.5,Y
32292,221,750,4.5,4.0,4.0,Y
32293,221,778,4.5,3.5,4.0,Y
32294,221,780,2.0,2.5,1.5,N
32295,221,800,4.5,3.0,3.0,Y
32296,221,858,4.5,3.5,4.5,Y
32297,221,898,3.5,2.0,4.0,Y
32298,221,903,5.0,4.5,4.5,Y
32299,221,904,4.5,3.0,3.0,Y
32300,221,905,4.5,4.0,3.0,Y
32301,221,908,5.0,4.0,4.5,Y
32302,221,910,4.0,3.0,4.5,Y
32303,221,912,5.0,4.5,4.0,Y
32304,221,913,4.5,4.0,3.5,Y
32305,221,922,5.0,4.0,4.5,Y
32306,221,923,4.5,4.5,3.5,Y
32307,221,926,5.0,4.0,4.0,Y
32308,221,928,4.5,3.5,4.0,Y
32309,221,930,4.0,3.5,3.5,Y
32310,221,950,4.5,4.0,4.5,Y
32311,221,951,4.0,4.5,3.0,Y
32312,221,953,5.0,4.0,4.5,Y
32313,221,965,4.5,3.5,3.0,Y
32314,221,994,3.5,4.5,2.5,Y
32315,221,1041,5.0,4.0,4.0,Y
32316,221,1077,4.0,4.0,3.0,Y
32317,221,1079,5.0,4.0,4.0,Y
32318,221,1080,4.5,4.0,4.5,Y
32319,221,1086,4.5,4.5,4.5,Y
32320,221,1088,3.0,3.5,4.5,N
32321,221,1089,4.5,3.0,3.0,Y
32322,221,1090,4.5,4.0,3.0,Y
32323,221,1092,3.5,4.5,4.0,Y
32324,221,1101,2.5,4.5,3.5,N
32325,221,1103,4.0,3.5,4.5,Y
32326,221,1104,5.0,4.5,4.0,Y
32327,221,1125,4.0,3.5,4.5,Y
32328,221,1136,4.0,4.5,3.5,Y
32329,221,1172,4.0,3.5,4.0,Y
32330,221,1186,4.5,4.5,3.5,Y
32331,221,1189,4.5,4.5,3.0,Y
32332,221,1193,5.0,4.5,4.0,Y
32333,221,1197,4.5,4.5,4.5,Y
32334,221,1198,3.5,4.5,3.0,Y
32335,221,1199,5.0,4.5,4.0,Y
32336,221,1200,5.0,4.5,4.5,Y
32337,221,1201,4.0,4.0,4.5,Y
32338,221,1203,4.5,3.5,3.5,Y
32339,221,1204,3.5,2.5,2.5,Y
32340,221,1206,4.5,4.0,4.0,Y
32341,221,1207,5.0,4.0,4.5,Y
32342,221,1208,5.0,4.5,4.0,Y
32343,221,1212,5.0,4.5,4.0,Y
32344,221,1213,4.5,4.5,3.5,Y
32345,221,1214,5.0,4.0,4.5,Y
32346,221,1219,4.5,3.0,4.0,Y
32347,221,1220,4.5,4.5,3.0,Y
32348,221,1222,4.5,3.0,4.5,Y
32349,221,1224,5.0,4.5,4.0,Y
32350,221,1225,5.0,4.5,4.5,Y
32351,221,1233,4.0,3.5,4.5,Y
32352,221,1234,3.5,2.5,3.5,Y
32353,221,1244,4.5,4.0,4.5,Y
32354,221,1245,5.0,4.0,4.5,Y
32355,221,1247,4.5,3.5,4.5,Y
32356,221,1250,3.5,4.0,2.0,Y
32357,221,1252,4.0,4.0,3.0,Y
32358,221,1254,4.5,4.5,3.5,Y
32359,221,1258,5.0,4.0,4.0,Y
32360,221,1259,5.0,4.5,4.5,Y
32361,221,1260,4.5,4.0,3.5,Y
32362,221,1263,5.0,4.0,4.5,Y
32363,221,1265,4.0,3.0,4.5,Y
32364,221,1266,4.5,4.0,4.5,Y
32365,221,1267,4.0,4.0,3.5,Y
32366,221,1269,4.5,4.5,3.5,Y
32367,221,1276,4.5,3.0,4.0,Y
32368,221,1278,5.0,4.0,4.5,Y
32369,221,1283,4.5,3.0,4.0,Y
32370,221,1284,4.5,3.0,4.5,Y
32371,221,1287,4.0,4.5,3.5,Y
32372,221,1288,4.5,3.5,3.5,Y
32373,221,1292,4.5,3.5,4.5,Y
32374,221,1293,4.0,4.0,3.0,Y
32375,221,1299,5.0,4.5,4.0,Y
32376,221,1304,3.5,3.5,4.0,Y
32377,221,1307,3.5,4.0,3.0,Y
32378,221,1321,4.0,4.0,4.0,Y
32379,221,1356,3.5,2.5,4.0,Y
32380,221,1358,3.5,3.5,3.5,Y
32381,221,1374,3.5,4.0,2.5,Y
32382,221,1375,4.0,3.5,4.0,Y
32383,221,1387,4.0,4.5,4.0,Y
32384,221,1391,4.0,3.0,3.5,Y
32385,221,1394,5.0,4.0,4.0,Y
32386,221,1449,5.0,4.0,4.0,Y
32387,221,1466,4.0,3.5,4.5,Y
32388,221,1584,3.5,2.5,3.5,Y
32389,221,1610,3.0,3.5,4.5,N
32390,221,1617,5.0,4.0,4.5,Y
32391,221,1663,3.5,3.5,3.5,Y
32392,221,1673,4.5,4.0,4.5,Y
32393,221,1674,4.0,4.5,4.0,Y
32394,221,1711,5.0,4.0,4.5,Y
32395,221,1721,3.0,3.5,3.5,N
32396,221,1834,4.5,4.5,3.5,Y
32397,221,1914,4.0,3.5,4.5,Y
32398,221,1923,4.0,4.5,3.0,Y
32399,221,1927,5.0,4.0,4.0,Y
32400,221,1944,4.5,4.5,3.0,Y
32401,221,1945,4.5,4.0,4.0,Y
32402,221,1953,3.0,3.0,2.0,N
32403,221,1959,3.5,3.0,3.0,Y
32404,221,1961,3.0,3.0,2.5,Y
32405,221,1997,4.0,4.5,4.5,Y
32406,221,2000,3.0,2.5,2.5,N
32407,221,2009,4.0,3.0,3.5,Y
32408,221,2019,5.0,4.0,4.5,Y
32409,221,2023,4.0,4.5,4.0,Y
32410,221,2110,3.0,2.0,2.0,Y
32411,221,2132,5.0,4.0,4.5,Y
32412,221,2176,4.0,4.0,4.0,Y
32413,221,2186,4.0,4.0,4.5,Y
32414,221,2248,4.0,4.0,4.5,Y
32415,221,2289,5.0,4.0,4.5,Y
32416,221,2300,4.5,3.0,3.0,Y
32417,221,2301,4.5,3.5,4.0,Y
32418,221,2321,4.5,4.5,4.0,Y
32419,221,2336,4.0,4.0,3.0,Y
32420,221,2352,4.0,3.5,4.0,Y
32421,221,2375,2.5,2.0,4.0,N
32422,221,2420,4.5,3.5,3.5,Y
32423,221,2469,4.5,3.5,4.0,Y
32424,221,2478,3.5,3.0,2.5,Y
32425,221,2502,4.0,4.5,3.0,Y
32426,221,2571,2.0,3.5,2.5,N
32427,221,2599,5.0,4.5,4.5,Y
32428,221,2683,0.5,0.0,3.0,N
32429,221,2686,4.0,4.5,4.5,Y
32430,221,2692,4.0,4.5,3.0,Y
32431,221,2702,4.5,3.5,4.5,Y
32432,221,2710,3.5,3.5,4.5,Y
32433,221,2762,3.5,4.0,2.0,Y
32434,221,2804,3.5,3.5,2.0,Y
32435,221,2858,5.0,4.0,4.0,Y
32436,221,2871,4.5,3.5,3.0,Y
32437,221,2908,4.5,4.0,4.5,Y
32438,221,2915,3.5,3.5,2.5,Y
32439,221,2918,4.0,3.0,4.5,Y
32440,221,2921,4.0,3.5,4.0,Y
32441,221,2944,3.5,4.0,3.5,Y
32442,221,2951,4.5,4.0,3.0,Y
32443,221,2959,5.0,4.0,4.5,Y
32444,221,2973,5.0,4.0,4.5,Y
32445,221,2985,3.0,4.5,3.0,N
32446,221,2987,3.5,2.5,4.5,Y
32447,221,2997,4.5,3.5,3.5,Y
32448,221,3037,4.5,4.0,4.5,Y
32449,221,3039,4.0,4.5,4.0,Y
32450,221,3068,4.5,4.0,4.5,Y
32451,221,3089,4.5,3.0,4.5,Y
32452,221,3090,5.0,4.5,4.5,Y
32453,221,3095,4.5,4.5,3.0,Y
32454,221,3152,5.0,4.5,4.0,Y
32455,221,3246,4.0,4.0,4.0,Y
32456,221,3253,3.5,2.5,2.5,Y
32457,221,3328,4.5,4.0,3.5,Y
32458,221,3334,4.5,4.5,4.5,Y
32459,221,3362,5.0,4.5,4.0,Y
